,CIK,Name
3269,0001846138,"SITTNER & NELSON, LLC"
3270,0001794293,"SIX COLUMNS CAPITAL, LP"
3271,0000926688,SMITH THOMAS W
3272,0000200724,"SMITH, MOORE & CO."
3273,0001050477,SNYDER CAPITAL MANAGEMENT L P
3274,0001065521,SOFTBANK GROUP CORP
3275,0001215208,SOMERVILLE KURT F
3276,0001748240,SOROS CAPITAL MANAGEMENT LLC
3277,0001029160,SOROS FUND MANAGEMENT LLC
3278,0000807985,SOUTHEASTERN ASSET MANAGEMENT INC/TN/
3279,0001549553,"SOUTHPORT MANAGEMENT, L.L.C."
3280,0001496201,SPHERA FUNDS MANAGEMENT LTD.
3281,0000351262,SPRINGOWL ASSOCIATES LLC
3282,0001512920,SPROTT INC.
3283,0001543170,SPRUCE HOUSE INVESTMENT MANAGEMENT LLC
3284,0001665887,SQN Investors LP
3285,0001577806,SQUADRA INVESTMENTS - GESTAO DE RECURSOS LTDA.
3286,0001503174,"SRS Investment Management, LLC"
3287,0001105087,STADIUM CAPITAL MANAGEMENT LLC
3288,0001766357,STAMINA CAPITAL MANAGEMENT LP
3289,0001725910,"STANSBERRY ASSET MANAGEMENT, LLC"
3290,0000093751,STATE STREET CORP
3291,0001214822,STEADFAST CAPITAL MANAGEMENT LP
3292,0001133521,STEELHEAD PARTNERS LLC
3293,0001169883,STEINBERG ASSET MANAGEMENT LLC
3294,0001332638,STONE POINT CAPITAL LLC
3295,0001512746,"STONE RUN CAPITAL, LLC"
3296,0001266227,STONEHILL CAPITAL MANAGEMENT LLC
3297,0001599210,"STRINGER ASSET MANAGEMENT, LLC"
3298,0001604873,SUMMER ROAD LLC
3299,0001638555,"SUMMIT PARTNERS PUBLIC ASSET MANAGEMENT, LLC"
3300,0001446179,"SUSQUEHANNA FUNDAMENTAL INVESTMENTS, LLC"
3302,0001569064,"SUVRETTA CAPITAL MANAGEMENT, LLC"
3303,0001587143,"SV Health Investors, LLC"
3305,0001389234,SYMMETRY PEAK MANAGEMENT LLC
3306,0001510281,"Saba Capital Management, L.P."
3307,0001755368,"Saddle Point Management, L.P."
3308,0001722622,Sage Rock Capital Management LP
3309,0001390111,"Salzman & Co., Inc."
3310,0001756870,Sandbar Asset Management LLP
3311,0001682598,"Sapience Investments, LLC"
3312,0001577524,Sarissa Capital Management LP
3313,0001665241,Schonfeld Strategic Advisors LLC
3314,0001649339,"Scion Asset Management, LLC"
3316,0001697030,"Searchlight Capital Partners, L.P."
3317,0001592643,"Select Equity Group, L.P."
3318,0001565432,Selkirk Management LLC
3319,0001443689,Senator Investment Group LP
3320,0001822015,Sequoia China Equity Partners (Hong Kong) Ltd
3321,0001420299,Serengeti Asset Management LP
3322,0001706018,Serenity Capital LLC
3323,0001595849,"Sessa Capital IM, L.P."
3324,0001554308,Seven Post Investment Office LP
3325,0001821035,SevenOneSeven Capital Management
3326,0001301050,Shannon River Fund Management LLC
3327,0001766806,Shaolin Capital Management LLC
3328,0001591744,"Shellback Capital, LP"
3329,0001757975,"Shelter Haven Capital Management, L.P."
3330,0001696628,Shepherd Financial Partners LLC
3331,0001803200,"SherpaCapital, LLC"
3332,0001599623,"Shoker Investment Counsel, Inc."
3333,0001759476,Shorepoint Capital Partners LLC
3334,0001824694,"Signature Wealth Management Partners, LLC"
3335,0001673633,Silicon Valley Capital Partners
3336,0001418226,"Silver Lake Group, L.L.C."
3337,0001332784,Silver Point Capital L.P.
3338,0001674784,Silver Rock Financial LP
3339,0001802437,Silversage Advisors
3340,0001633362,"Simcoe Capital Management, LLC"
3341,0001846368,Simplify Asset Management Inc.
3342,0001482416,"Sio Capital Management, LLC"
3343,0001705438,"Siris Capital Group, LLC"
3344,0001596452,Sivik Global Healthcare LLC
3345,0001675884,Skye Global Management LP
3346,0001559706,Slate Path Capital LP
3347,0001726948,Soapstone Management L.P.
3348,0001781882,Socorro Asset Management LP
3349,0001631134,"Sofinnova Investments, Inc."
3350,0001741736,"Sofos Investments, Inc."
3352,0001604867,"Solas Capital Management, LLC"
3353,0001790604,Solel Partners LP
3355,0001407737,Solus Alternative Asset Management LP
3356,0001771377,"Sonic Fund II, L.P."
3357,0001517857,Soroban Capital Partners LP
3358,0001591307,"Sound Point Capital Management, LP"
3359,0001830954,Source Financial Advisors LLC
3360,0001822531,Sourcerock Group LLC
3361,0001390003,Southeast Asset Advisors Inc.
3362,0001811579,"Southern Wealth Management, LLP"
3363,0001361978,Southpaw Asset Management LP
3364,0001319998,Southpoint Capital Advisors LP
3365,0001846175,"Sovereign Financial Group, Inc."
3366,0001846116,"Spark Growth Management Partners II, LLC"
3367,0001608856,Spark Growth Management Partners LLC
3368,0001737421,"Spring Creek Investment Management, LLC"
3369,0001660086,"Springhouse Capital Management, LP"
3370,0001654344,Spyglass Capital Management LLC
3371,0001642575,Squarepoint Ops LLC
3372,0001742654,StackLine Partners LP
3373,0001321220,"Stadion Money Management, LLC"
3374,0001809494,Standard Family Office LLC
3375,0001409888,Standard General L.P.
3376,0001518934,"Stanley Capital Management, LLC"
3377,0001517137,Starboard Value LP
3378,0001388788,"Starwood Capital Group Management, L.L.C."
3379,0001635663,"Steamboat Capital Partners, LLC"
3380,0001665853,"Steel Canyon Capital, LLC"
3381,0001388279,"Stieven Capital Advisors, L.P."
3382,0001397076,Stilwell Value LLC
3384,0001589943,"Stone House Capital Management, LLC"
3385,0001776023,Stony Point Capital LLC
3386,0001693141,"Stormborn Capital Management, LLC"
3387,0001729755,"Strategic Family Wealth Counselors, L.L.C."
3388,0001580212,"Strategic Global Advisors, LLC"
3389,0001301912,"Strategic Value Partners, LLC"
3391,0001595533,"Summit Street Capital Management, LLC"
3392,0001698478,"Summit Trail Advisors, LLC"
3393,0001739424,SunTx Capital Management Corp.
3394,0001663900,Sunriver Management LLC
3395,0001728195,Susquehanna Foundation
3396,0001765924,Susquehanna International Group Ltd.
3397,0001765923,"Susquehanna International Securities, Ltd."
3398,0001741677,"Swaine & Leidel Wealth Services, LLC"
3399,0001811513,Symetra Investment Management Co
3400,0001232621,TANG CAPITAL MANAGEMENT LLC
3401,0001178579,TANG KEVIN C
3402,0001647251,TCI Fund Management Ltd
3403,0001056053,TD ASSET MANAGEMENT INC
3404,0001115941,TDAM USA INC.
3405,0001346554,"TENOR CAPITAL MANAGEMENT Co., L.P."
3406,0001260945,THOMAS H LEE PARTNERS LP
3407,0000314984,THRIVENT FINANCIAL FOR LUTHERANS
3408,0001636974,THUNDERBIRD PARTNERS LLP
3409,0001483232,"TIEDEMANN ADVISORS, LLC"
3410,0001575151,"TIEMANN INVESTMENT ADVISORS, LLC"
3411,0001358253,"TIG Advisors, LLC"
3412,0001167483,TIGER GLOBAL MANAGEMENT LLC
3413,0001027451,TIGER MANAGEMENT L.L.C.
3414,0001845930,TITAN GLOBAL CAPITAL MANAGEMENT USA LLC
3415,0000883961,TOCQUEVILLE ASSET MANAGEMENT L.P.
3416,0000098561,"TOKIO MARINE & NICHIDO FIRE INSURANCE CO., LTD"
3417,0001504169,TOKIO MARINE ASSET MANAGEMENT CO LTD
3418,0001280965,"TORTOISE CAPITAL ADVISORS, L.L.C."
3420,0001761755,TOWNSQUARE CAPITAL LLC
3421,0001495741,"TPG Group Holdings (SBS) Advisors, Inc."
3422,0001353312,TREMBLANT CAPITAL GROUP
3423,0000861176,TRUSTMARK NATIONAL BANK TRUST DEPARTMENT
3424,0001614073,"TRV GP II, LLC"
3425,0001637299,"TRV GP III, LLC"
3426,0001688325,"TRV GP IV, LLC"
3427,0001578973,"TRV GP, LLC"
3428,0001809187,TT International Asset Management LTD
3429,0000923093,TUDOR INVESTMENT CORP ET AL
3430,0001387761,"TWIN FOCUS CAPITAL PARTNERS, LLC"
3431,0001769646,TWINBEECH CAPITAL LP
3432,0001478735,"TWO SIGMA ADVISERS, LP"
3433,0001179392,"TWO SIGMA INVESTMENTS, LP"
3434,0001450144,"TWO SIGMA SECURITIES, LLC"
3435,0001219314,TYNDALL CAPITAL PARTNERS L P
3436,0001390113,Taconic Capital Advisors LP
3439,0001652062,Tairen Capital Ltd
3440,0001698264,"Technology Crossover Management IX, Ltd."
3441,0001466999,"Technology Crossover Management VII, Ltd."
3442,0001626282,"Technology Crossover Management VIII, Ltd."
3443,0001787727,"Technology Crossover Management X, Ltd."
3444,0001574886,"Teewinot Capital Advisers, L.L.C."
3445,0001531879,Teilinger Capital Ltd.
3446,0001558971,"Tekne Capital Management, LLC"
3447,0001537055,"Telemetry Investments, L.L.C."
3448,0001021944,Temasek Holdings (Private) Ltd
3449,0001832212,"Ten Capital Wealth Advisors, LLC"
3450,0001598843,Tensile Capital Management LP
3451,0001624095,"Tenzing Global Management, LLC"
3452,0001635999,Think Investments LP
3453,0001040273,Third Point LLC
3454,0001542294,"Third Security, LLC"
3455,0001509510,"Thomas J. Herzfeld Advisors, Inc."
3456,0001688511,ThornTree Capital Partners LP
3457,0001765681,"Thrive Capital Management, LLC"
3459,0001535279,"Tiger Legatus Capital Management, LLC"
3460,0001740840,Tikehau Investment Management
3461,0001705265,Timbercreek Investment Management Inc.
3462,0001732007,Titus Wealth Management
3463,0001772937,"Tolleson Wealth Management, Inc."
3464,0001600064,"Toroso Investments, LLC"
3465,0001650373,"Tortoise Index Solutions, LLC"
3466,0001439289,Toscafund Asset Management LLP
3467,0001759364,"Totem Point Management, LLC"
3468,0001533421,Tower Research Capital LLC (TRC)
3469,0001843010,"Tradition Wealth Management, LLC"
3470,0001502149,"Transamerica Financial Advisors, Inc."
3471,0001826434,Tri Locum Partners LP
3472,0001846236,"True Link Financial Advisors, LLC"
3473,0001420995,Trustees of Columbia University in the City of New York
3474,0001660071,Truvvo Partners LLC
3475,0000732905,"Tweedy, Browne Co LLC"
3476,0001351351,"Twin Securities, Inc."
3477,0001606430,"Two Creeks Capital Management, LP"
3479,0001669362,UNITED MARITIME CAPITAL LLC
3480,0001021249,UNITED SERVICES AUTOMOBILE ASSOCIATION
3481,0001808696,UNTITLED INVESTMENTS LP
3482,0001510912,Ulysses Management LLC
3483,0001745879,Unigestion Holding SA
3484,0001730565,Unio Capital LLC
3485,0001693838,"Ursa Fund Management, LLC"
3486,0001548392,Utah Retirement Systems
3487,0001524493,"V3 Capital Management, L.P."
3488,0001577774,VGI Partners Ltd
3489,0001619125,"VIEX Capital Advisors, LLC"
3490,0001103804,VIKING GLOBAL INVESTORS LP
3491,0001005354,VIRGINIA RETIREMENT SYSTEMS ET AL
3492,0001569532,"VISTA EQUITY PARTNERS MANAGEMENT, LLC"
3493,0001501927,"VK Services, LLC"
3494,0001556921,"VOLORIDGE INVESTMENT MANAGEMENT, LLC"
3495,0000928633,VONTOBEL ASSET MANAGEMENT INC
3496,0001068837,VOYA INVESTMENT MANAGEMENT LLC
3497,0001348145,VR Advisory Services Ltd
3498,0001452689,"Valiant Capital Management, L.P."
3499,0001697868,"Valley Forge Capital Management, LP"
3500,0001418814,"ValueAct Holdings, L.P."
3501,0001600145,"Van Hulzen Asset Management, LLC"
3502,0001769031,"Van Leeuwen & Company, LLC"
3504,0001630413,Venator Capital Management Ltd.
3505,0001812822,"Verdad Advisers, LP"
3507,0001560009,"Versant Venture Management, LLC"
3508,0001810554,Vesa Equity Investment S.a r.l.
3509,0001536925,Vestcor Inc
3510,0001729985,"Virtue Capital Management, LLC"
3511,0001802984,Visionary Wealth Advisors
3512,0001546531,Vitol Holding B.V.
3513,0001604488,"Vivaldi Asset Management, LLC"
3514,0001682021,"Vivaldi Capital Management, LLC"
3515,0001674712,"Vivo Capital, LLC"
3516,0001563530,Voce Capital Management LLC
3517,0001479847,Voleon Capital Management LP
3518,0001556785,"Vulcan Value Partners, LLC"
3519,0001162870,WARBURG PINCUS LLC
3521,0001139986,WEBER ALAN W
3523,0001739943,WELD CAPITAL MANAGEMENT LLC
3524,0001048462,WEXFORD CAPITAL LP
3525,0001137429,WHITE PINE CAPITAL LLC
3526,0001257391,WHITEBOX ADVISORS LLC
3527,0001667019,"WIMMER ASSOCIATES 1, LLC"
3528,0001599383,WINDACRE PARTNERSHIP LLC
3529,0001202045,WL ROSS & CO LLC
3531,0001133653,WOODMONT INVESTMENT COUNSEL LLC
3532,0001846177,"WOODWARD DIVERSIFIED CAPITAL, LLC"
3533,0001745981,WORLDQUANT MILLENNIUM ADVISORS LLC
3534,0001251567,WYNNEFIELD CAPITAL INC
3535,0001459754,Wallace Capital Management Inc.
3536,0001758720,Walleye Capital LLC
3537,0001388391,Walleye Trading LLC
3538,0001597506,Warberg Asset Management LLC
3539,0001568787,"Warren Averett Asset Management, LLC"
3540,0001825404,Washington Harbour Partners LP
3542,0001729303,"WealthShield Partners, LLC"
3543,0001763921,Wealthfront Advisers LLC
3544,0001835441,"Wealthgate Family Office, LLC"
3545,0001646247,"Wealthspire Advisors, LLC"
3546,0001844495,Wealthspring Capital LLC
3547,0001388312,Weiss Multi-Strategy Advisers LLC
3549,0001811308,"Wellspring Financial Advisors, LLC"
3550,0001568303,"West Family Investments, Inc."
3551,0001517666,Western Standard LLC
3552,0001483467,"Westover Capital Advisors, LLC"
3553,0001387322,Whale Rock Capital Management LLC
3554,0001788587,"Williams Jones Wealth Management, LLC."
3555,0001806816,"Willoughby Capital Holdings, LLC"
3556,0001616628,Wilshire Associates Inc
3557,0001687953,Winder Investment Pte Ltd
3558,0001777734,"Wishbone Management, LP"
3559,0001785988,"Wolf Hill Capital Management, LP"
3560,0001784547,Woodline Partners LP
3561,0001697848,"Woodson Capital Management, LP"
3563,0001599273,Wunderlich Capital Managemnt
3564,0001843228,XN Exponent Advisors LLC
3565,0001772940,Yarra Square Partners LP
3566,0001755028,Yaupon Capital Management LP
3567,0001447228,"Yiheng Capital Management, L.P."
3568,0001480532,"York Capital Management Global Advisors, LLC"
3569,0001503466,"Yorktown Energy Partners IX, L.P."
3570,0001347504,Yorktown Energy Partners VI LP
3571,0001423080,"Yorktown Energy Partners VII, L.P."
3572,0001473116,"Yorktown Energy Partners VIII, L.P."
3573,0001577919,"Yorktown Energy Partners X, L.P."
3574,0001667954,"Yorktown Energy Partners XI, L.P."
3575,0001668029,Yu Fan
3576,0001086483,ZACKS INVESTMENT MANAGEMENT
3577,0001316915,Zebra Capital Management LLC
3578,0001792460,"Zeno Research, LLC"
3579,0001565854,"Zimmer Partners, LP"
3580,0001423296,"Zuckerman Investment Group, LLC"
3581,0001127799,Zurich Insurance Group Ltd/FI
3582,0001690186,black-and-white Capital LP
3583,0001776382,venBio Partners LLC
3584,0001801172,11 Capital Partners LP
3585,0001584087,1492 Capital Management LLC
3586,0001811034,1623 Capital LLC
3587,0001803140,1776 Wealth LLC
3588,0001694297,"22NW, LP"
3591,0001358706,"ABRAMS CAPITAL MANAGEMENT, L.P."
3592,0001031972,ACADEMY CAPITAL MANAGEMENT INC/TX
3593,0001510940,ACK Asset Management LLC
3594,0001619124,ACTIAM N.V.
3598,0001802867,"ADVANCED RESEARCH INVESTMENT SOLUTIONS, LLC"
3600,0000902584,ADVISORY RESEARCH INC
3601,0001802862,"AFFINIA FINANCIAL GROUP, LLC"
3602,0001520601,"AFFINITY INVESTMENT ADVISORS, LLC"
3603,0000810672,AFFINITY WEALTH MANAGEMENT LLC
3604,0001522877,AIA Group Ltd
3605,0001741224,"AIGEN INVESTMENT MANAGEMENT, LP"
3606,0000919458,ALERUS FINANCIAL NA
3607,0001549408,"ALETHEA CAPITAL MANAGEMENT, LLC"
3608,0001275218,ALGERT GLOBAL LLC
3609,0000899051,ALLSTATE CORP
3610,0001387941,"ALPHASIMPLEX GROUP, LLC"
3611,0000919192,AMALGAMATED BANK
3612,0000748054,AMERICAN CENTURY COMPANIES INC
3613,0001042046,AMERICAN FINANCIAL GROUP INC
3614,0000943719,AMERICAN FINANCIAL GROUP INC 401(K) RETIREMENT & SAVINGS PLA
3615,0000005272,"AMERICAN INTERNATIONAL GROUP, INC."
3616,0000820027,AMERIPRISE FINANCIAL INC
3617,0001535782,AMP Capital Investors Ltd
3618,0001760403,"ANGLEPOINT ASSET MANAGEMENT, LTD."
3619,0001594585,"AO Asset Management, LP"
3620,0001434819,APG Asset Management N.V.
3621,0001323255,APG Asset Management US Inc.
3622,0001259313,ARES MANAGEMENT LLC
3623,0000936753,"ARIEL INVESTMENTS, LLC"
3624,0001697748,ARK Investment Management LLC
3625,0001164508,"ARROWSTREET CAPITAL, LIMITED PARTNERSHIP"
3626,0001564835,"ASAHI LIFE ASSET MANAGEMENT CO., LTD."
3627,0001027817,ATLANTA CAPITAL MANAGEMENT CO L L C
3628,0001832439,ATMOS CAPITAL GESTAO DE RECURSOS LTDA.
3629,0001535865,ATRIA INVESTMENTS LLC
3630,0001033475,AVENIR CORP
3631,0001535264,"AWM Investment Company, Inc."
3632,0000898427,AXA S.A.
3638,0001109147,AXIOM INTERNATIONAL INVESTORS LLC /DE
3639,0001844444,"Accretive Wealth Partners, LLC"
3641,0001766907,Act Two Investors LLC
3642,0001297376,"Advisors Asset Management, Inc."
3643,0001773195,"Affinity Asset Advisors, LLC"
3644,0000040729,Ally Financial Inc.
3645,0001706013,Ally Invest Advisors Inc.
3646,0001512910,AlpInvest Partners B.V.
3647,0001818309,"Alpha Paradigm Partners, LLC"
3648,0001633256,AlphaCrest Capital Management LLC
3649,0001581655,"Alpine Global Management, LLC"
3650,0001641604,Alta Fundamental Advisers LLC
3651,0001478982,"Altai Capital Management, L.P."
3652,0001842572,Altus Wealth Group LLC
3653,0000908758,"American Beacon Advisors, Inc."
3654,0001055980,"Ameritas Investment Partners, Inc."
3655,0001365555,"Amtrust Financial Services, Inc."
3656,0001446114,"Ancora Advisors, LLC"
3657,0001535452,Andra AP-fonden
3658,0001404599,"Aquamarine Capital Management, LLC"
3659,0001769089,Archetype Wealth Partners
3660,0001831342,Arctis Global LLC
3661,0001595521,Aristides Capital LLC
3662,0001606507,"Arlington Capital Management, Inc."
3664,0001596053,Arosa Capital Management LP
3665,0001673022,Ascribe Capital LLC
3666,0001498383,"Asset Allocation & Management Company, LLC"
3667,0001068855,"Asset Management One Co., Ltd."
3668,0001671122,"Atairos Group, Inc."
3669,0001812285,Atalaya Capital Management LP
3670,0001423065,Ativo Capital Management LLC
3671,0001314273,Avalon Global Asset Management LLC
3673,0001352512,Azimuth Capital Management LLC
3674,0001752523,"B&D White Capital Company, LLC"
3675,0001464790,"B. Riley Financial, Inc."
3676,0001017918,BAMCO INC /NY/
3677,0000842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A."
3678,0000927971,BANK OF MONTREAL /CAN/
3679,0000846600,"BANYAN CAPITAL MANAGEMENT, INC."
3680,0000887762,"BARINGTON CAPITAL GROUP, L.P."
3681,0001287978,"BASSO CAPITAL MANAGEMENT, L.P."
3682,0001061768,BAUPOST GROUP LLC/MA
3683,0001713458,"BDO Wealth Advisors, LLC"
3684,0001601904,"BECK CAPITAL MANAGEMENT, LLC"
3685,0001133742,BERKSHIRE CAPITAL HOLDINGS INC
3686,0001260468,BERNZOTT CAPITAL ADVISORS
3687,0001778131,BI Asset Management Fondsmaeglerselskab A/S
3688,0001166559,BILL & MELINDA GATES FOUNDATION TRUST
3689,0001425041,"BISLETT MANAGEMENT, LLC"
3690,0001567752,"BLOOM TREE PARTNERS, LLC"
3691,0000884314,BLUESTEIN R H & CO
3692,0001520354,BNP Paribas Asset Management Holding S.A.
3693,0001131667,BOGLE INVESTMENT MANAGEMENT L P /DE/
3695,0001549230,"BOOTHBAY FUND MANAGEMENT, LLC"
3696,0001135121,"BRANDYWINE MANAGERS, LLC"
3697,0001123803,BRANDYWINE TRUST CO
3698,0001279030,BRANT POINT INVESTMENT MANAGEMENT LLC
3699,0001007295,BRIDGES INVESTMENT MANAGEMENT INC
3700,0001345929,BROWN ADVISORY INC
3701,0001844103,BRX Global LP
3702,0001056807,BVF INC/IL
3703,0000891478,"Banco Santander, S.A."
3704,0001730299,"Banco de Sabadell, S.A"
3705,0001399386,Bandera Partners LLC
3708,0001548594,Battery Management Corp.
3709,0001632551,"Bayesian Capital Management, LP"
3710,0001744317,"Beacon Pointe Advisors, LLC"
3711,0001681004,Bell Asset Management Ltd
3712,0001804007,Berry Street Capital Management LLP
3713,0001633901,Betterment LLC
3714,0001729516,"Bigelow Investment Advisors, LLC"
3715,0001800249,Blacksheep Fund Management Ltd
3716,0001666551,"Blue Rock Advisors, LLC"
3717,0001600285,"BlueSpruce Investments, LP"
3718,0001727353,Bluegrass Capital Partners LP
3719,0001727827,"Blueshift Asset Management, LLC"
3720,0001844108,"Bluesphere Advisors, LLC"
3721,0001483472,Botty Investors LLC
3723,0001691982,"Bowie Capital Management, LLC"
3724,0001731118,Bpifrance SA
3725,0001723787,"Bratton Capital Management, L.P."
3727,0001512857,Brevan Howard Capital Management LP
3729,0001725690,"Bridgefront Capital, LLC"
3730,0001350694,"Bridgewater Associates, LP"
3731,0001650142,Bristol Gate Capital Partners Inc.
3732,0001389479,"Brown Advisory Securities, LLC"
3734,0001504304,"Bulldog Investors, LLP"
3735,0001513779,Bullseye Asset Management LLC
3736,0001315868,Burgundy Asset Management Ltd.
3737,0001796461,Burrage Capital Management LLC
3738,0001802881,CAAS CAPITAL MANAGEMENT LP
3739,0000898286,CAISSE DE DEPOT ET PLACEMENT DU QUEBEC
3740,0000903944,CAMDEN ASSET MANAGEMENT L P /CA
3741,0001323645,CAPITAL FUND MANAGEMENT S.A.
3742,0000868491,CAPITAL GROWTH MANAGEMENT LP
3743,0001715163,"CARILLON TOWER ADVISERS, INC."
3744,0001056973,CARLSON CAPITAL L P
3745,0001766904,CARY STREET PARTNER INVESTMENT ADVISORY LLC
3746,0001165797,CAUSEWAY CAPITAL MANAGEMENT LLC
3747,0001159363,CAZ INVESTMENTS LP
3748,0001033984,CBRE CLARION SECURITIES LLC
3749,0001631562,CCLA Investment Management Ltd
3750,0001674350,"CCMP Capital GP, LLC"
3751,0001725296,CENTERSQUARE INVESTMENT MANAGEMENT LLC
3752,0001666624,"CHARTER RESEARCH & INVESTMENT GROUP, INC."
3753,0001791468,CHI Advisors LLC
3754,0001298088,"CIBC Private Wealth Group, LLC"
3755,0001056527,CIBC WORLD MARKETS CORP
3756,0001279888,CINCINNATI CASUALTY CO
3757,0000020286,CINCINNATI FINANCIAL CORP
3758,0001279886,CINCINNATI INDEMNITY CO
3759,0001279885,CINCINNATI INSURANCE CO
3760,0001034546,CITY OF LONDON INVESTMENT MANAGEMENT CO LTD
3761,0001730467,CLIFFORD CAPITAL PARTNERS LLC
3762,0000021175,CNA FINANCIAL CORP
3763,0001224608,"CNO Financial Group, Inc."
3765,0001767392,COLUMBUS POINT LLP
3766,0001083190,COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS
3767,0001317627,COMPASS GROUP LLC
3768,0001683297,COMPOSITE CAPITAL MANAGEMENT (HK) Ltd
3769,0000929607,CONTINENTAL GRAIN CO
3770,0001697457,"CPWM, LLC"
3771,0001191672,CREDIT AGRICOLE S A
3772,0000824468,CREDIT SUISSE AG/
3773,0001595683,CROSBY Co OF NEW HAMPSHIRE LLC
3774,0001534469,"CSU Producer Resources, Inc."
3775,0001483801,"CSat Investment Advisory, L.P."
3776,0001670139,"CWM Advisors, LLC"
3777,0001802459,"CWS Financial Advisors, LLC"
3778,0001803536,"Cadent Capital Advisors, LLC"
3779,0001741675,"Callodine Capital Management, LP"
3780,0001753570,"Camelot Capital Partners, LLC"
3781,0001602198,"Capital Impact Advisors, LLC"
3782,0001562230,Capital International Investors
3783,0001422848,Capital Research Global Investors
3784,0001798736,"Capital Square, LLC"
3785,0001422849,Capital World Investors
3786,0001527166,Carlyle Group Inc.
3787,0001569758,Carmignac Gestion
3788,0001808928,"Cartenna Capital, LP"
3789,0001844897,"Cassia Capital Partners, LLC"
3790,0001687241,Castle Hook Partners LP
3791,0001655543,"Cavalier Investments, LLC"
3792,0001767302,"Cedar Brook Financial Partners, LLC"
3793,0001842669,Cerro Pacific Wealth Advisors LLC
3794,0001315478,"Champlain Investment Partners, LLC"
3795,0001739728,"Change Path, LLC"
3796,0001810720,"Charter Oak Capital Management, LLC"
3797,0001598186,"Checchi Capital Advisers, LLC"
3798,0001697162,Chescapmanager LLC
3799,0001427147,"Cheviot Value Management, LLC"
3802,0001426763,Cincinnati Specialty Underwriters Insurance CO
3803,0001542420,Cipher Capital LP
3804,0001764386,Claro Advisors LLC
3806,0001659851,Cliffwater LLC
3807,0001324279,Coastline Trust Co
3808,0001517133,"Cohanzick Management, LLC"
3809,0001384982,"Columbus Hill Capital Management, L.P."
3810,0001552564,"Column Capital Advisors, LLC"
3811,0001802462,Connacht Asset Management LP
3812,0001301396,"Context Capital Management, LLC"
3813,0001483738,Contrarius Investment Management Ltd
3814,0001776878,Core Alternative Capital
3815,0001688519,"Corient Capital Partners, LLC"
3816,0000819535,"Cornerstone Capital, Inc."
3817,0001569036,Covington Investment Advisors Inc.
3818,0001475770,Cowen Investment Management LLC
3819,0001629984,"Crescent Park Management, L.P."
3820,0001536054,"Crestline Management, LP"
3822,0001576422,"D.C. Capital Advisors, Ltd"
3823,0001801470,DAN L DUNCAN FOUNDATION
3824,0001036325,DAVIS SELECTED ADVISERS
3825,0001565951,"DC Investments Management, LLC"
3826,0001802493,"DCF Advisers, LLC"
3827,0000846797,"DEAN INVESTMENT ASSOCIATES, LLC"
3828,0001086611,"DERBY & COMPANY, INC"
3829,0001512716,"DG Capital Management, LLC"
3831,0001054425,DILLON & ASSOCIATES INC
3832,0001041773,DIMENSION CAPITAL MANAGEMENT LLC
3833,0001014306,DIXON HUBARD FEINOUR & BROWN INC/VA
3834,0000029915,DOW CHEMICAL CO /DE/
3835,0001630709,"DRH Investments, Inc."
3837,0001214639,DSM CAPITAL PARTNERS LLC
3838,0001759545,"DWM Financial Group, Inc."
3839,0001672142,DYMON ASIA CAPITAL (SINGAPORE) PTE. LTD.
3840,0001631353,Dakota Wealth Management
3841,0001549575,"Dalal Street, LLC"
3842,0001812492,"Disciplined Investments, LLC"
3843,0001741001,Distillate Capital Partners LLC
3844,0001645721,Divisar Capital Management LLC
3845,0001742418,Dundas Partners LLP
3846,0000790502,EAGLE ASSET MANAGEMENT INC
3848,0000860561,EDGEWOOD MANAGEMENT LLC
3849,0001649647,EDMOND DE ROTHSCHILD HOLDING S.A.
3850,0001535630,ELEMENT CAPITAL MANAGEMENT LLC
3851,0000928400,ELKHORN PARTNERS LIMITED PARTNERSHIP
3852,0001838289,EMJ Capital Ltd.
3853,0001441843,EMS Capital LP
3854,0001025835,ENTERPRISE FINANCIAL SERVICES CORP
3855,0001080818,ENTRUST GLOBAL PARTNERS L L C
3856,0001767602,"ERTS Wealth Advisors, LLC"
3857,0000201772,ESSEX INVESTMENT MANAGEMENT CO LLC
3858,0001080382,EUBEL BRADY & SUTTMAN ASSET MANAGEMENT INC
3859,0001793432,"EVOKE WEALTH, LLC"
3860,0001481669,EdgePoint Investment Group Inc.
3861,0001581811,Egerton Capital (UK) LLP
3862,0001600583,"Elizabeth Park Capital Advisors, Ltd."
3863,0001510434,"Empirical Financial Services, LLC d.b.a. Empirical Wealth Ma"
3864,0001676924,"Enlightenment Research, LLC"
3865,0001387366,"Ensemble Capital Management, LLC"
3866,0001454984,"Ensign Peak Advisors, Inc"
3867,0001305841,"Epoch Investment Partners, Inc."
3868,0001803087,"Essex Private Wealth Management, LLC"
3869,0001542339,"Essex Woodlands Management, Inc."
3870,0001344717,Estabrook Capital Management
3871,0001825034,Euclidean Capital LLC
3873,0000915191,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN
3874,0001116247,"FAIRFIELD, BUSH & CO."
3876,0001457970,FEDERAL RESERVE BANK OF NEW YORK
3877,0001056288,"FEDERATED HERMES, INC."
