,Unnamed: 0_x,edge_attr,cusip_x,value_x,amount_x,put_or_call_x,source,cik_x,report_date_x,year,std_value_x,Unnamed: 0_y,cusip_y,value_y,amount_y,put_or_call_y,target,cik_y,report_date_y,std_value_y,weight
23008999,120873,BOEING CO,097023105,1883.0,5781.0,No,"Stanley-Laman Group, Ltd.",1601489,2019-12-31,2019,-0.03777166572900585,225192,097023105,107.0,329.0,No,Bremer Bank National Association,1775321,2019-12-31,-0.03791016753764937,-0.037840916633327615
31032239,195295,VERIZON COMMUNICATIONS INC,92343v104,4583.0,74634.0,No,"GoodHaven Capital Management, LLC",1542300,2019-12-31,2019,-0.03756110554694644,329780,92343V104,924.0,15052.0,No,"Weather Gauge Advisory, LLC",1762575,2019-12-31,-0.03784645358626325,-0.03770377956660484
628167,21505,GENERAL ELECTRIC CO,369604103,215.0,12311.0,No,"Iron Financial, LLC",1595509,2017-12-31,2017,-0.037901745130366996,162191,369604103,47115.0,2700000.0,No,SHANDA ASSET MANAGEMENT HOLDINGS Ltd,1622346,2017-12-31,-0.03424423678274237,-0.03607299095655468
20366529,150109,APPLE INC,037833100,492497.0,1677156.0,No,BANK OF MONTREAL /CAN/,927971,2019-12-31,2019,0.0004889909972523339,174495,037833100,797.0,2714.0,No,"WJ Wealth Management, LLC",1801674,2019-12-31,-0.0378563577133453,-0.018683683358046484
19746,162220,3M CO,88579Y101,15.0,70.0,No,"Santori & Peters, Inc.",1730959,2017-12-31,2017,-0.037917342180889914,229898,88579Y101,845.0,3591.0,No,"RB Capital Management, LLC",1695582,2017-12-31,-0.0378526144212198,-0.03788497830105486
71299741,130117,LOCKHEED MARTIN CORP,539830109,4658.0,13123.0,No,Weiss Multi-Strategy Advisers LLC,1388312,2020-12-31,2020,-0.03755525665300034,248298,539830109,2840.0,8000.0,No,WINMILL & CO. INC,52234,2020-12-31,-0.03769703384225368,-0.037626145247627016
66924129,248399,APPLE INC,037833100,465.0,3508.0,No,"Patton Fund Management, Inc.",1689232,2020-12-31,2020,-0.037882248817213346,252236,037833100,4046.0,31366.0,No,"Landmark Financial Advisors, LLC",1641440,2020-12-31,-0.03760298362760047,-0.037742616222406905
64246154,121999,0 (0),000000000,0.0,0.0,No,HPC Germany GmbH & Co. KG,1731296,2019-12-31,2019,-0.03791851195967914,181977,000000000,0.0,0.0,No,Ridgeback Capital Investments L.P.,1423994,2019-12-31,-0.03791851195967914,-0.03791851195967914
38508286,10501,FS KKR CAPITAL CORP,302635107,1501.0,244860.0,No,ALLIANCEBERNSTEIN L.P.,1109448,2019-12-31,2019,-0.03780145609550462,78788,302635107,674.0,110007.0,No,Blackstone Group Inc,1393818,2019-12-31,-0.0378659498994169,-0.037833702997460764
3931394,49942,SPDR S&P MIDCAP 400 ETF TR (UTSER1 S&PDCRP),78467Y107,15706.0,45472.0,No,RETIREMENT CAPITAL STRATEGIES,1672681,2017-12-31,2017,-0.03669367558211427,203881,78467Y107,32918.0,95300.0,No,"Empyrean Capital Partners, LP",1317195,2017-12-31,-0.03535139341411181,-0.03602253449811304
99259,55105,ALBEMARLE CORP,012653101,714.0,5580.0,No,PICTET BANK & TRUST Ltd,1535631,2017-12-31,2017,-0.03786283048931231,94260,012653101,7.0,56.0,No,EARNEST PARTNERS LLC,1102578,2017-12-31,-0.037917966062910834,-0.03789039827611157
36665398,65988,FACEBOOK INC (CL A),30303M102,405.0,1971.0,No,"Berkeley Capital Partners, LLC",1667694,2019-12-31,2019,-0.037886927932370223,126093,30303M102,91960.0,448037.0,No,"Dorsey Asset Management, LLC",1671657,2019-12-31,-0.030746988129240743,-0.034316958030805485
210689,155449,APPLE INC,037833100,8415.0,49726.0,No,"HAMEL ASSOCIATES, INC.",1599760,2017-12-31,2017,-0.037262266058927296,160716,037833100,1898.0,11214.0,No,POLEN CAPITAL MANAGEMENT LLC,1034524,2017-12-31,-0.03777049595021663,-0.03751638100457196
21919602,178611,AT&T INC,00206R102,2318.0,59319.0,No,"Patton Fund Management, Inc.",1689232,2019-12-31,2019,-0.0377377421441185,310529,00206R102,712.0,18209.0,No,EVERMAY WEALTH MANAGEMENT LLC,1066816,2019-12-31,-0.03786298645981754,-0.03780036430196802
79123625,8634,APPLE INC (COMMON STOCK),037833100,32459.0,244626.0,No,UNITED BANK,1286478,2020-12-31,2020,-0.035387188645061914,232688,037833100,14184.0,106895.0,No,TITAN GLOBAL CAPITAL MANAGEMENT USA LLC,1845930,2020-12-31,-0.036812369136593685,-0.0360997788908278
6643273,136827,Abbott Laboratories,002824100,1763.0,30887.0,No,EADS & HEALD INVESTMENT COUNSEL/,1035912,2017-12-31,2017,-0.0377810239593196,167265,002824100,194.0,3400.0,No,SYSTEMATIC FINANCIAL MANAGEMENT LP,1085936,2017-12-31,-0.037903382820671905,-0.03784220338999575
8496766,187771,HOME DEPOT INC,437076102,2836.0,16508.0,No,"HGI Capital Management, LLC",1595907,2018-12-31,2018,-0.037697345783264134,271753,437076102,1804.0,10500.0,No,"Hammer Asset Management, LLC",1749890,2018-12-31,-0.037777826563962405,-0.037737586173613266
118070,128565,ALTRIA GROUP INC,02209S103,4633.0,64872.0,No,"Cubist Systematic Strategies, LLC",1603465,2017-12-31,2017,-0.037557206284315706,213570,02209S103,378.0,5293.0,No,"Spectrum Asset Management, Inc. (NB/CA)",1632078,2017-12-31,-0.03788903353419082,-0.03772311990925326
5360320,60676,GRAY TELEVISION INC,389375106,208.0,12430.0,No,INTRUST BANK NA,1034771,2017-12-31,2017,-0.0379022910271353,65139,389375106,16530.0,986886.0,No,"Cloverdale Capital Management, LLC",1635925,2017-12-31,-0.036629415733959836,-0.03726585338054757
45076,98680,ABBVIE INC,00287Y109,15149.0,170485.0,No,OREGON PUBLIC EMPLOYEES RETIREMENT FUND,1107314,2017-12-31,2017,-0.036737113367820595,196399,00287Y109,232.0,2400.0,No,"Occidental Asset Management, LLC",1770994,2017-12-31,-0.037900419381072546,-0.037318766374446574
68579812,7883,DISNEY WALT CO,254687106,215.0,1185.0,No,BANTA ASSET MANAGEMENT LP,1426960,2020-12-31,2020,-0.037901745130366996,44205,254687106,88796.0,490101.0,No,"Point72 Asset Management, L.P.",1603466,2020-12-31,-0.030993733468513328,-0.03444773929944016
65071502,178623,ABBOTT LABS,002824100,492.0,4489.0,No,INVESTORS ASSET MANAGEMENT OF GEORGIA INC /GA/ /ADV,867926,2020-12-31,2020,-0.03788014321539276,259675,002824100,466.0,4300.0,No,Nexus Investment Management ULC,1476329,2020-12-31,-0.037882170831960736,-0.03788115702367675
66430489,42911,APPLE INC,037833100,243.0,1828.0,No,"Prairiewood Capital, LLC",1839695,2020-12-31,2020,-0.03789956154329379,274426,037833100,2609.0,19664.0,No,"Flaharty Asset Management, LLC",1697882,2020-12-31,-0.03771504843560765,-0.037807304989450716
7512298,132793,3M CO,88579Y101,2305.0,12099.0,No,"BEACON INVESTMENT ADVISORY SERVICES, INC.",1654599,2018-12-31,2018,-0.03773875595240249,260353,88579Y101,1858.0,9750.0,No,Gifford Fong Associates,1740316,2018-12-31,-0.037773615360321214,-0.03775618565636185
69870169,15024,INTEL CORP,458140100,485.0,9740.0,No,Hummer Financial Advisory Services Inc,1802279,2020-12-31,2020,-0.03788068911216105,248286,458140100,712.0,14300.0,No,WINMILL & CO. INC,52234,2020-12-31,-0.03786298645981754,-0.03787183778598929
7708214,35739,APPLE INC,037833100,1689.0,10710.0,No,Drexel Morgan & Co.,1508512,2018-12-31,2018,-0.037786794868013084,80588,037833100,4989.0,31627.0,No,"FINANCIAL CONSULATE, INC",1624510,2018-12-31,-0.03752944353438491,-0.03765811920119899
7753912,143458,APPLE INC,037833100,3814.0,24180.0,No,Aldebaran Financial Inc.,1353110,2018-12-31,2018,-0.03762107620620706,232913,037833100,2626.0,16645.0,No,"Cornerstone Capital, Inc.",819535,2018-12-31,-0.037713722686313206,-0.03766739944626013
35863893,49475,CHEVRON CORP NEW,166764100,9941.0,82494.0,No,"CAPSTONE INVESTMENT ADVISORS, LLC",1426196,2019-12-31,2019,-0.03714326056343742,64180,166764100,6929.0,57500.0,No,SPRING CREEK CAPITAL LLC,1451531,2019-12-31,-0.03737815214431259,-0.037260706353875
68252630,179295,COLGATE PALMOLIVE CO,194162103,2317.0,27102.0,No,"CBOE Vest Financial, LLC",1709632,2020-12-31,2020,-0.037737820129371116,295272,194162103,1202.0,14060.0,No,"ZEKE CAPITAL ADVISORS, LLC",1469528,2020-12-31,-0.037824773686036386,-0.03778129690770375
20061261,66724,ALTRIA GROUP INC,02209s103,207.0,4150.0,No,DF DENT & CO INC,934999,2019-12-31,2019,-0.037902369012387915,222766,02209S103,6756.0,135365.0,No,"Dai-Ichi Life Insurance Company, Ltd",1697728,2019-12-31,-0.03739164359301492,-0.037647006302701416
14146609,162668,UNITEDHEALTH GROUP INC,91324P102,336.0,1350.0,No,MAD RIVER INVESTORS,1384484,2018-12-31,2018,-0.03789230891480063,260501,91324P102,3882.0,15584.0,No,"Rothschild Capital Partners, LLC",1569833,2018-12-31,-0.03761577320902927,-0.03775404106191495
65167893,184442,ABBVIE INC,00287Y109,837.0,7810.0,No,Kerntke Otto McGlone Wealth Management Group,1804116,2020-12-31,2020,-0.037853238303240715,274106,00287Y109,11010.0,102750.0,No,Grassi Investment Management,1608531,2020-12-31,-0.03705989432839241,-0.037456566315816564
3869730,96114,SEMPRA ENERGY,816851109,5346.0,50000.0,No,JET CAPITAL INVESTORS L P,1278235,2017-12-31,2017,-0.0375016027992015,124802,816851109,3053.0,28550.0,No,"Smith, Graham & Co., Investment Advisors, LP",1470414,2017-12-31,-0.03768042298344677,-0.03759101289132413
72401141,236231,MICROSOFT CORP,594918104,972.0,4371.0,No,BTG Pactual Global Asset Management Ltd,1567992,2020-12-31,2020,-0.03784271029413775,236893,594918104,1013.0,4555.0,No,"Blackcrane Capital, LLC",1720745,2020-12-31,-0.03783951289878055,-0.03784111159645915
17096540,34299,AGNICO EAGLE MINES LTD,008474108,2820.0,69800.0,No,SANDERS MORRIS HARRIS LLC,1053994,2018-12-31,2018,-0.037698593547305974,182674,008474108,5205.0,129260.0,No,GLOBAL STRATEGIC MANAGEMENT INC,1413303,2018-12-31,-0.037512598719820156,-0.03760559613356307
65094058,245375,ABBOTT LABS,002824100,667.0,6094.0,No,First Personal Financial Services,1633869,2020-12-31,2020,-0.0378664957961852,273537,002824100,284.0,2593.0,No,KWB Wealth,1822236,2020-12-31,-0.03789636414793659,-0.0378814299720609
25438,187346,3M CO,88579Y101,915.0,3888.0,No,Rehmann Capital Advisory Group,1633037,2017-12-31,2017,-0.03784715545353678,224581,88579Y101,305720.0,1298870.0,No,AMERIPRISE FINANCIAL INC,820027,2017-12-31,-0.01407686053034436,-0.02596200799194057
24392213,184900,EXXON MOBIL CORP,30231G102,1622.0,23240.0,No,"West Family Investments, Inc.",1568303,2019-12-31,2019,-0.03779201987993826,257539,30231G102,3755.0,53812.0,No,ALPS ADVISORS INC,1376113,2019-12-31,-0.03762567733611132,-0.037708848608024786
7702857,18590,APPLE INC,037833100,17352.0,110000.0,No,Yong Rong (HK) Asset Management Ltd,1738071,2018-12-31,2018,-0.03656531185631064,35559,037833100,2413.0,15296.0,No,"BASSWOOD CAPITAL MANAGEMENT, L.L.C.",1085393,2018-12-31,-0.037730333545120114,-0.03714782270071537
65049827,56837,ABBOTT LABS,002824100,4114.0,37577.0,No,"Liberty Capital Management, Inc.",1366838,2020-12-31,2020,-0.03759768063042268,259675,002824100,466.0,4300.0,No,Nexus Investment Management ULC,1476329,2020-12-31,-0.037882170831960736,-0.03773992573119171
7395,55428,3M CO,88579Y101,3888.0,16518.0,No,"TCTC Holdings, LLC",1483870,2017-12-31,2017,-0.03761530529751358,152558,88579Y101,788.0,3346.0,No,KOCH INDUSTRIES INC,923338,2017-12-31,-0.037857059580618836,-0.03773618243906621
19555047,122766,3M CO,88579Y101,26.0,146.0,No,"SNS Financial Group, LLC",1557485,2019-12-31,2019,-0.03791648434311116,164212,88579Y101,418.0,2367.0,No,"Chronos Wealth Management, LLC",1801792,2019-12-31,-0.037885914124086234,-0.03790119923359869
66064600,179363,AMAZON COM INC,023135106,795.0,244.0,No,"Trellis Advisors, LLC",1722638,2020-12-31,2020,-0.03785651368385053,185001,023135106,234.0,72.0,No,"Stone House Investment Management, LLC",1696497,2020-12-31,-0.03790026341056732,-0.03787838854720893
19542755,17387,3M CO,88579Y101,276.0,1567.0,No,"Sontag Advisory, LLC",1646247,2019-12-31,2019,-0.03789698802995751,310413,88579Y101,500.0,2835.0,No,Bay Rivers Group,1798924,2019-12-31,-0.03787951933337184,-0.03788825368166467
16133496,7729,CAESARS ENTMT CORP,127686103,30947.0,4557691.0,No,"Mudrick Capital Management, L.P.",1655183,2018-12-31,2018,-0.035505102347015184,208169,127686103,30235.0,4452889.0,No,"BRIDGER MANAGEMENT, LLC",1166309,2018-12-31,-0.035560627846876774,-0.035532865096945976
20432017,181443,APPLE INC,037833100,2617.0,8178.0,No,"VIVID FINANCIAL MANAGEMENT, INC.",1802911,2019-12-31,2019,-0.037714424553586735,308568,037833100,37897.0,129056.0,No,"Wharton Business Group, LLC",1513126,2019-12-31,-0.03496310484134373,-0.036338764697465234
77565897,128585,VANGUARD INTL EQUITY INDEX F (TT WRLD ST ETF),922042742,234.0,2524.0,No,ANDERSON HOAGLAND & CO,791191,2020-12-31,2020,-0.03790026341056732,296187,922042742,102246.0,1104408.0,No,"Summit Rock Advisors, LP",1540951,2020-12-31,-0.02994483182084699,-0.033922547615707156
12747964,21458,MICROSOFT CORP,594918104,2114.0,20810.0,No,PERKINS CAPITAL MANAGEMENT INC,884300,2018-12-31,2018,-0.03775365113565188,253565,594918104,132041.0,1300000.0,No,"Dorsal Capital Management, LLC",1547007,2018-12-31,-0.027621261219195056,-0.03268745617742347
64331683,245540,Invitation Homes Inc,46187W107,73374.0,2448251.0,No,HEITMAN REAL ESTATE SECURITIES LLC,1080117,2019-12-31,2019,-0.032196422034335655,307436,46187W107,7492.0,250000.0,No,FRIESS ASSOCIATES LLC,820289,2019-12-31,-0.037334246447090574,-0.03476533424071311
7523635,188136,3M CO,88579Y101,232.0,1216.0,No,"Pflug Koory, LLC",1740063,2018-12-31,2018,-0.037900419381072546,197540,88579Y101,6574.0,34500.0,No,Pictet & Cie (Europe) SA,1123274,2018-12-31,-0.03740583690899077,-0.03765312814503166
65100466,265098,ABBOTT LABS,002824100,8071.0,73714.0,No,EDGEWOOD MANAGEMENT LLC,860561,2020-12-31,2020,-0.03728909298582672,320064,002824100,275.0,2515.0,No,"TruWealth Advisors, LLC",1834985,2020-12-31,-0.037897066015210125,-0.03759307950051842
65009713,179031,3M CO,88579Y101,5587.0,31961.0,No,"SNS Financial Group, LLC",1557485,2020-12-31,2020,-0.03748280835332138,309737,88579Y101,71.0,409.0,No,Tacita Capital Inc,1846287,2020-12-31,-0.037912975006743496,-0.03769789168003244
77070470,237266,HUMANA INC,444859102,7384.0,17997.0,No,"Smith, Graham & Co., Investment Advisors, LP",1470414,2020-12-31,2020,-0.03734266885437295,259849,444859102,2065.0,5033.0,No,"L2 Asset Management, LLC",1686988,2020-12-31,-0.03775747241302999,-0.03755007063370147
77686720,14486,Boeing Co,097023105,4349.0,20318.0,No,D L CARLSON INVESTMENT GROUP INC,1021117,2020-12-31,2020,-0.037579354096058254,287839,097023105,220.0,1030.0,No,"Northern Capital Management, Inc.",1581794,2020-12-31,-0.037901355204103926,-0.03774035465008109
65017359,232734,3M CO,88579Y101,213099.0,1219172.0,No,"AMERICAN INTERNATIONAL GROUP, INC.",5272,2020-12-31,2020,-0.021299932612761002,252234,88579Y101,407.0,2466.0,No,"Landmark Financial Advisors, LLC",1641440,2020-12-31,-0.037886771961865,-0.029593352287313
65011778,187413,3M CO,88579Y101,665.0,3824.0,No,"3D/L Capital Management, LLC",1846943,2020-12-31,2020,-0.03786665176669043,237120,88579Y101,642.0,3675.0,No,HALL CAPITAL MANAGEMENT CO INC,1122490,2020-12-31,-0.03786844542750056,-0.0378675485970955
86795,43404,AFLAC INC,001055102,11025.0,125600.0,No,PROSPECTOR PARTNERS LLC,1080380,2017-12-31,2017,-0.0370587245496032,230615,001055102,593.0,6751.0,No,EVERMAY WEALTH MANAGEMENT LLC,1066816,2017-12-31,-0.03787226670487868,-0.03746549562724094
20124732,17874,AMERICAN EXPRESS CO,025816109,1788.0,14365.0,No,"Gyon Technologies Capital Management, LP",1790782,2019-12-31,2019,-0.03777907432800424,128938,025816109,450.0,3617.0,No,"LGL PARTNERS, LLC",1653202,2019-12-31,-0.03788341859600257,-0.03783124646200341
9914926,134602,AMGEN INC,031162100,249.0,1281.0,No,Raab & Moskowitz Asset Management LLC,1616664,2018-12-31,2018,-0.037899093631778104,188960,031162100,0.0,1.0,No,"MAPLELANE CAPITAL, LLC",1512173,2018-12-31,-0.03791851195967914,-0.03790880279572862
13736507,138924,SPDR S&P 500 ETF TR (TR UNIT),78462F103,3111.0,12448.0,No,HNP Capital LLC,1767841,2018-12-31,2018,-0.03767589983879512,140751,78462F103,3501.0,14010.0,No,CAXTON CORP,1388551,2018-12-31,-0.03764548559027543,-0.037660692714535274
20576466,256390,APPLE INC,037833100,6049.0,20600.0,No,"COASTAL INVESTMENT MANAGEMENT, L.P.",1594870,2019-12-31,2019,-0.03744677916661344,310900,037833100,7171.0,24421.0,No,CMH Wealth Management LLC,1657516,2019-12-31,-0.03735927971317986,-0.03740302943989665
65839756,187522,ALPHABET INC (CAP STK CL C),02079K107,23488.0,14490.0,No,Bronte Capital Management Pty Ltd.,1471085,2020-12-31,2020,-0.036086794346267465,293090,02079K107,208.0,119.0,No,"Hillman Capital Management, Inc.",1314620,2020-12-31,-0.0379022910271353,-0.03699454268670138
7978643,16810,BOEING CO,097023105,8578.0,26600.0,No,"CARILLON TOWER ADVISERS, INC.",1715163,2018-12-31,2018,-0.03724955446275112,162009,097023105,99491.0,308500.0,No,Darsana Capital Partners LP,1609098,2018-12-31,-0.03015968119180021,-0.033704617827275664
7513348,139169,3M CO,88579Y101,855.0,4485.0,No,First Personal Financial Services,1633869,2018-12-31,2018,-0.037851834568693656,207166,88579Y101,44.0,231.0,No,"Concorde Asset Management, LLC",1631773,2018-12-31,-0.03791508060856409,-0.03788345758862888
20130887,85013,AMERICAN EXPRESS CO,025816109,339.0,2721.0,No,INTRUST BANK NA,1034771,2019-12-31,2019,-0.03789207495904279,309532,025816109,2306.0,18520.0,No,HawsGoodwin Investment Management LLC,1799500,2019-12-31,-0.03773867796714987,-0.03781537646309633
8421917,192310,GENERAL ELECTRIC CO,369604103,638191.0,84305337.0,No,HOTCHKIS & WILEY CAPITAL MANAGEMENT LLC,1164833,2018-12-31,2018,0.011850974391683516,276257,369604103,375.0,49560.0,No,EVERMAY WEALTH MANAGEMENT LLC,1066816,2018-12-31,-0.03788926748994866,-0.013019146549132573
57110258,64191,UNITED TECHNOLOGIES CORP,913017109,15815.0,105600.0,No,SPRING CREEK CAPITAL LLC,1451531,2019-12-31,2019,-0.036685175189579276,73237,913017109,30712.0,205072.0,No,Weiss Multi-Strategy Advisers LLC,1388312,2019-12-31,-0.03552342888137962,-0.036104302035479444
10511780,15151,CHENIERE ENERGY INC (COM NEW),16411R208,740.0,12500.0,No,Aequim Alternative Investments LP,1728201,2018-12-31,2018,-0.037860802872744334,43770,16411R208,120016.0,2027647.0,No,"FAIRVIEW CAPITAL INVESTMENT MANAGEMENT, LLC",1056549,2018-12-31,-0.02855903388188559,-0.03320991837731496
78966368,145317,OSISKO GOLD ROYALTIES LTD,68827L101,356.0,28000.0,No,Sicart Associates LLC,1696494,2020-12-31,2020,-0.03789074920974834,251750,68827L101,8669.0,684200.0,No,Global Alpha Capital Management Ltd.,1584691,2020-12-31,-0.037242457804763186,-0.03756660350725576
9873257,165486,AMERICAN WTR WKS CO INC NEW,030420103,1561.0,17196.0,No,"SEVEN EIGHT CAPITAL, LP",1575129,2018-12-31,2018,-0.03779677698034775,195707,030420103,539.0,5940.0,No,"55I, LLC",1730242,2018-12-31,-0.03787647790851987,-0.03783662744443381
99255,55105,ALBEMARLE CORP,012653101,714.0,5580.0,No,PICTET BANK & TRUST Ltd,1535631,2017-12-31,2017,-0.03786283048931231,78680,012653101,7135.0,55791.0,No,Arizona State Retirement System,1558481,2017-12-31,-0.03736208718227398,-0.037612458835793144
71908121,11801,MICROSOFT CORP,594918104,10275791.0,46199943.0,No,ALLIANCEBERNSTEIN L.P.,1109448,2020-12-31,2020,0.7634416449901293,236893,594918104,1013.0,4555.0,No,"Blackcrane Capital, LLC",1720745,2020-12-31,-0.03783951289878055,0.3628010660456744
188584,96683,APPLE INC,037833100,2556.0,15104.0,No,AGUR PROVIDENT & TRAINING FUNDS MANAGEMENT LTD,1670627,2017-12-31,2017,-0.03771918165399622,157141,037833100,5844.0,34535.0,No,LANSDOWNE PARTNERS (UK) LLP,1608485,2017-12-31,-0.037462766143399426,-0.037590973898697824
221922,179422,APPLE INC,037833100,6001.0,35463.0,No,EDMOND DE ROTHSCHILD HOLDING S.A.,1649647,2017-12-31,2017,-0.037450522458738936,183819,037833100,8901.0,52599.0,No,Harbor Island Capital LLC,1730580,2017-12-31,-0.0372243652261566,-0.03733744384244777
7763730,157838,APPLE INC,037833100,1609.0,10198.0,No,"Parker Investment Management, LLC",1672070,2018-12-31,2018,-0.03779303368822225,206896,037833100,182.0,1152.0,No,"Brand Asset Management Group, Inc.",1748766,2018-12-31,-0.03790431864370328,-0.03784867616596276
7548741,12622,ABBVIE INC,00287Y109,470.0,5096.0,No,Congress Park Capital LLC,1730945,2018-12-31,2018,-0.037881858890950276,253044,00287Y109,1508.0,16356.0,No,PHILADELPHIA TRUST CO,1110806,2018-12-31,-0.037800910198736326,-0.0378413845448433
66036381,131371,AMAZON COM INC,023135106,113.0,35.0,No,Columbia Trust Co 01012016,1802291,2020-12-31,2020,-0.037909699626133685,245948,023135106,309.0,95.0,No,"Gruss & Co., LLC",1103738,2020-12-31,-0.037894414516621226,-0.037902057071377455
65660152,129563,ALPHABET INC (CAP STK CL A),02079K305,143238.0,81727.0,No,Mirova US LLC,1802900,2020-12-31,2020,-0.026748060345669407,309745,02079K305,12.0,7.0,No,Tacita Capital Inc,1846287,2020-12-31,-0.037917576136647764,-0.032332818241158585
7528273,207166,3M CO,88579Y101,44.0,231.0,No,"Concorde Asset Management, LLC",1631773,2018-12-31,2018,-0.03791508060856409,231359,88579Y101,341.0,1789.0,No,Gradient Investments LLC,1542265,2018-12-31,-0.03789191898853756,-0.03790349979855083
45038856,114920,MICRON TECHNOLOGY INC,595112103,1121.0,20837.0,No,"AIGEN INVESTMENT MANAGEMENT, LP",1741224,2019-12-31,2019,-0.03783109049149817,227214,595112103,5028.0,93500.0,No,Graticule Asia Macro Advisors LLC,1619390,2019-12-31,-0.03752640210953294,-0.037678746300515556
2588,20969,3M CO,88579Y101,3502.0,14879.0,No,ZWJ INVESTMENT COUNSEL INC,842782,2017-12-31,2017,-0.037645407605022815,151830,88579Y101,2838.0,12041.0,No,"Brown Advisory Securities, LLC",1389479,2017-12-31,-0.03769718981275891,-0.03767129870889086
19687101,205209,ABBVIE INC,00287Y109,6809.0,76900.0,No,Grassi Investment Management,1608531,2019-12-31,2019,-0.03738751037462634,75181,00287Y109,7.0,75.0,No,Axiom Investment Management LLC,1513703,2019-12-31,-0.037917966062910834,-0.03765273821876859
49575,133373,ABBVIE INC,00287Y109,47.0,489.0,No,"Lagoda Investment Management, L.P.",1632108,2017-12-31,2017,-0.03791484665280625,177706,00287Y109,120290.0,1243819.0,No,Retirement Systems of Alabama,1593051,2017-12-31,-0.02853766592266919,-0.03322625628773772
68089754,232450,CITIGROUP INC (COM NEW),172967424,20.0,318.0,No,"Mine & Arao Wealth Creation & Management, LLC.",1802994,2020-12-31,2020,-0.037916952254626844,273873,172967424,20231.0,328098.0,No,LANSDOWNE PARTNERS (UK) LLP,1608485,2020-12-31,-0.03634079231403321,-0.037128872284330025
22062,175689,3M CO,88579Y101,209.0,890.0,No,"Milestone Group, Inc.",1317348,2017-12-31,2017,-0.03790221304188268,242624,88579Y101,293989.0,1249052.0,No,"PNC FINANCIAL SERVICES GROUP, INC.",713676,2017-12-31,-0.014991705528766205,-0.026446959285324444
65065158,138177,ABBOTT LABS,002824100,689.0,6289.0,No,SMITH SHELLNUT WILSON LLC /ADV,944317,2020-12-31,2020,-0.037864780120627675,273537,002824100,284.0,2593.0,No,KWB Wealth,1822236,2020-12-31,-0.03789636414793659,-0.03788057213428213
606,1547,3M CO,88579Y101,8171.0,34715.0,No,MASTRAPASQUA ASSET MANAGEMENT INC,1014738,2017-12-31,2017,-0.03728129446056526,128352,88579Y101,310.0,1319.0,No,"GM Advisory Group, Inc.",1598304,2017-12-31,-0.03789433653136861,-0.03758781549596693
20127938,49139,AMERICAN EXPRESS CO,025816109,14897.0,119667.0,No,TPI Fund Managers Ltd,1785438,2019-12-31,2019,-0.03675676565147948,64207,025816109,3508.0,28270.0,No,SANDERS MORRIS HARRIS LLC,1053994,2019-12-31,-0.03764493969350713,-0.037200852672493304
20076151,170937,ALTRIA GROUP INC,02209S103,264.0,5291.0,No,WealthTrust Axiom LLC,1425949,2019-12-31,2019,-0.03789792385298888,203337,02209S103,448.0,8973.0,No,"Lafayette Investments, Inc.",1308377,2019-12-31,-0.037883574566507795,-0.03789074920974834
66030434,128653,AMAZON COM INC,023135106,9693.0,2976.0,No,Yarra Square Partners LP,1772940,2020-12-31,2020,-0.03716260090608584,143600,023135106,12689.0,3896.0,No,INTRUST BANK NA,1034771,2020-12-31,-0.036928957089252507,-0.03704577899766917
12132235,253472,ISHARES TR (RUS 1000 ETF),464287622,4841.0,34907.0,No,FIDUCIARY COUNSELLING INC,1270764,2018-12-31,2018,-0.03754098535177187,283634,464287622,203879.0,1470035.0,No,"PNC Financial Services Group, Inc.",713676,2018-12-31,-0.022018956641867593,-0.02977997099681973
7552787,38749,ABBVIE INC,00287Y109,3028.0,32845.0,No,MARIETTA INVESTMENT PARTNERS LLC,1114702,2018-12-31,2018,-0.037682372614762136,253044,00287Y109,1508.0,16356.0,No,PHILADELPHIA TRUST CO,1110806,2018-12-31,-0.037800910198736326,-0.03774164140674923
21798724,48535,AT&T INC,00206R102,1151.0,29455.0,No,Investment Counsel Inc.,1670053,2019-12-31,2019,-0.037828750933919734,219587,00206R102,5306.0,135761.0,No,"Hillman Capital Management, Inc.",1314620,2019-12-31,-0.037504722209306084,-0.03766673657161291
65836482,179431,ALPHABET INC (CAP STK CL C),02079K107,461.0,263.0,No,"Trellis Advisors, LLC",1722638,2020-12-31,2020,-0.037882560758223806,240004,02079K107,1076.0,614.0,No,FengHe Fund Management Pte. Ltd.,1660531,2020-12-31,-0.03783459982786583,-0.03785858029304481
75829758,241565,AMAZONCOM INC,023135106,4478.0,1375.0,No,Raab & Moskowitz Asset Management LLC,1616664,2020-12-31,2020,-0.03756929399847097,310855,023135106,214.0,66.0,No,"McClarren Financial Advisors, Inc.",1842974,2020-12-31,-0.03790182311561961,-0.03773555855704529
65862128,246110,ALPHABET INC (CAP STK CL C),02079K107,484.0,277.0,No,"XML Financial, LLC",1800465,2020-12-31,2020,-0.03788076709741367,267036,02079K107,47274.0,26985.0,No,"ARMOR ADVISORS, L.L.C.",1600698,2020-12-31,-0.03423183712757665,-0.036056302112495164
187411,94164,APPLE INC,037833100,17120.0,101162.0,No,AVENIR CORP,1033475,2017-12-31,2017,-0.03658340443491723,141232,037833100,22405.0,132396.0,No,"Granite Investment Partners, LLC",1542266,2017-12-31,-0.036171252374849076,-0.036377328404883155
